Indicator,Country,ISO3,Land_Type,Season,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1988-12-01,0,1988,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1988-12-11,0,1988,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1988-12-21,0,1988,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-01-01,0,1989,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-01-11,0,1989,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-01-21,0,1989,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-02-01,0,1989,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-02-11,0,1989,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-02-21,0,1989,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-03-01,2.679,1989,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-03-11,5.357,1989,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-03-21,1.802,1989,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-04-01,1.064,1989,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-04-11,2.439,1989,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-04-21,0,1989,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-05-01,0,1989,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-11-11,0,1989,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-11-21,0,1989,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-12-01,0,1989,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-12-11,1.087,1989,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1989-12-21,0.917,1989,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-01-01,0,1990,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-01-11,0,1990,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-01-21,0,1990,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-02-01,0,1990,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-02-11,0,1990,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-02-21,0,1990,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-03-01,0,1990,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-03-11,0,1990,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-03-21,0,1990,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-04-01,0,1990,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-04-11,0,1990,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-04-21,0,1990,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-05-01,0,1990,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-11-11,30,1990,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-11-21,1.471,1990,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-12-01,3.846,1990,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-12-11,21.739,1990,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1990-12-21,49.541,1990,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-01-01,84.685,1991,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-01-11,73.214,1991,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-01-21,61.607,1991,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-02-01,58.036,1991,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-02-11,53.571,1991,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-02-21,40.179,1991,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-03-01,29.464,1991,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-03-11,21.429,1991,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-03-21,14.414,1991,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-04-01,9.574,1991,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-04-11,19.512,1991,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-04-21,0,1991,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-05-01,0,1991,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-11-11,0,1991,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-11-21,0,1991,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-12-01,0,1991,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-12-11,0,1991,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1991-12-21,0,1991,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-01-01,0,1992,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-01-11,0,1992,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-01-21,0,1992,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-02-01,0,1992,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-02-11,0,1992,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-02-21,0,1992,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-03-01,0,1992,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-03-11,0,1992,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-03-21,0,1992,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-04-01,0,1992,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-04-11,0,1992,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-04-21,0,1992,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-05-01,0,1992,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-11-11,0,1992,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-11-21,0,1992,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-12-01,0,1992,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-12-11,0,1992,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1992-12-21,0,1992,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-01-01,0,1993,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-01-11,0,1993,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-01-21,0,1993,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-02-01,0,1993,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-02-11,0,1993,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-02-21,0,1993,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-03-01,0,1993,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-03-11,0,1993,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-03-21,0,1993,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-04-01,0,1993,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-04-11,0,1993,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-04-21,0,1993,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-05-01,0,1993,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-11-11,0,1993,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-11-21,0,1993,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-12-01,0,1993,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-12-11,4.348,1993,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1993-12-21,8.257,1993,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-01-01,0.901,1994,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-01-11,0.893,1994,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-01-21,0,1994,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-02-01,0,1994,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-02-11,0,1994,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-02-21,0,1994,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-03-01,0,1994,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-03-11,0,1994,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-03-21,0,1994,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-04-01,0,1994,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-04-11,0,1994,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-04-21,0,1994,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-05-01,0,1994,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-11-11,0,1994,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-11-21,0,1994,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-12-01,0,1994,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-12-11,0,1994,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1994-12-21,0,1994,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-01-01,0,1995,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-01-11,0,1995,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-01-21,0,1995,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-02-01,0,1995,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-02-11,0,1995,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-02-21,0,1995,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-03-01,0,1995,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-03-11,0,1995,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-03-21,0,1995,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-04-01,0,1995,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-04-11,0,1995,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-04-21,0,1995,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-05-01,0,1995,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-11-11,0,1995,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-11-21,0,1995,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-12-01,0,1995,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-12-11,2.174,1995,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1995-12-21,3.67,1995,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-01-01,2.703,1996,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-01-11,0.893,1996,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-01-21,0.893,1996,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-02-01,2.679,1996,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-02-11,8.036,1996,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-02-21,8.036,1996,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-03-01,8.036,1996,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-03-11,8.036,1996,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-03-21,8.108,1996,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-04-01,7.447,1996,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-04-11,17.073,1996,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-04-21,0,1996,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-05-01,0,1996,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-11-11,0,1996,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-11-21,0,1996,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-12-01,1.282,1996,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-12-11,3.261,1996,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1996-12-21,22.936,1996,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-01-01,9.009,1997,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-01-11,5.357,1997,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-01-21,5.357,1997,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-02-01,6.25,1997,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-02-11,5.357,1997,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-02-21,0.893,1997,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-03-01,0,1997,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-03-11,0,1997,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-03-21,0,1997,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-04-01,0,1997,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-04-11,0,1997,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-04-21,0,1997,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-05-01,0,1997,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),WSB,West Bank,Crop Area,Season 1,1997-11-11,0,1997,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
